Comment Date,Comment,Published To
08/13/2016,Love your salads. The field greens and veggies in the salads are always so fresh and crisp. My favorite is the margarita salad with grilled chicken.,None
08/13/2016,"Good quality food at reasonable price -- did attend during a busy period so it took a little time for everything to get situated. Party on-going in back room etc....however, wait staff controlled and balanced all to ensure patrons received what they needed and asked for (great job)!",None
08/13/2016,I enjoy the atmosphere and high quality food.  The salmon cakes were a little dry but the Irish Sangria is fantastic.,None
08/13/2016,"Once we were seated everything was as good as it normally is, which means near top of our scale. The only issue we had was we had to wait about 15 minutes for a table yet there were a fair amount of empty tables. I'm sure there was good reason for the wait, but we probably don't understand why we would need to wait to be seated with empty tables. It certainly won't stop us from coming as we have enjoyed every visit.",None
08/12/2016,The food was wonderful!!!!,None
08/12/2016,"We love Maguires. However, we have to report our first disappointment: If I am correct, we have NOT received credit for a very large number of points earned in two recent visits to Crosstown
Grille. These added up to a LARGE number of points that our waitpersons assured us would be added to our Loyalty Rerwards
account. AS far as I can tell, we have not received credit for these points. Could you please check into this situation for us? Thanks.
Theodore Mack",None
08/12/2016,Elevator entrance into restaurant blocked by hi chairs and bench too close to wall for wheelchair access.,None
08/10/2016,"There was no wait....no fuss. We can always count on M's to be there to serve the ""locals""",None
08/08/2016,"Friendly staff, great food and a wonderful selection of drinks.",None
08/08/2016,Celebrating our 36th wedding anniversity with friends,None
08/07/2016,"Friendly bartender and wait staff.  Great food, we will return.",None
08/05/2016,"Not only was the food delicious, but the atmosphere gives us the feeling of stepping away from the usual and into a different time and place. the pub is a respite for our family (almost every week).",None
08/04/2016,The service was wonderful and fast! We love the pretzels and mustard sauce.,None
08/04/2016,"Love the atmosphere.  My wife had fish taco's and the sauce was very very hot, even when I tasted it and I love spicy hot food.  Suggest you have your chef tone it down a tad.",None
08/03/2016,"Heather is the best server!  She is very attentive, friendly, and helpful!  We come there for her and trivia!",None
08/03/2016,Our order was brought out incorrectly. The server had to be asked repeatedly for items. Overall a good meal.,None
08/01/2016,My family and I enjoyed the delicious food and great atmosphere. The staff was very polite and our waiter was great as always.  We love the pub and will of course be back again soon!,None
08/01/2016,Courteous and prompt  Service. Fun atmosphere. Food for the table of 8 served together. Food was delicious.,None
07/31/2016,Wifi would enhance the experience.,None
07/31/2016,Service a bit slow.,None
07/31/2016,I love the entire Irish Pub experience. The food is fresh and prepared to our requests and the wait staff are attentive and personable. We come to this restaurant a lot and enjoy the variety of items on the menu.,None
07/31/2016,"No need for improvement.  McGuire's is one of four restaurants in the Peachtree City area that we take our family and friends for a ""dining experience"".  In the words of our Grandson this recent experience was ""awesome"".",None
07/31/2016,The food and service is outstanding!  Always are go to place.,None
07/30/2016,It was very busy but we still got seated quickly and fast service.,None
07/30/2016,Food was excellent.,None
07/29/2016,"Love the restaurant, and I visit regularly. Jose was our server, and he did a great job. I would love to see more deals or cheaper Guinness drafts - I feel 7 dollars for a glass can be pricey when compared to other restaurants.",None
07/27/2016,The food quality has seemed to slip for the worse as of late.  Not as consistent as once was.  I would love to see this turn around.,None
07/27/2016,"Like the staff, I would like to see a dinner service a little quicker. Way to long from time order was placed to time food arrived.",None
07/27/2016,My wife enjoyed her order of Shrimp and Grits.  Unfortunately my order of the Irish Dip was extremely SALTY.  I recall that the menu said the dip was supposed to be Guinness.  I believe it was a beef bouillon cube.  This was unfortunate because we have always enjoyed our visits to your restaurant.,None
07/27/2016,We arrived a little late in the evening after a long day and the staff welcomed us and made us feel like they were truly glad we were there- even though it was close to closing time. The food was great but the staff made the evening special,None
07/26/2016,Great service.,None
07/26/2016,The waitress was a little cranky and the prices seem high. Also to sub salad for fries its a $3 charge which I think is too much!,None
07/26/2016,get your guest wifi working.,None
07/24/2016,"Our server was very prompt and very nice...she looked like a new face (we frequent 3-5 times a month).

Job well done!",None
07/24/2016,We were regular's at Crosstown but no longer go there because of a bartender named Cody. He is too young an inexperienced to be the only bartender on duty. He made a poor decision and we won't go back there. We really enjoyed going there and visited 2 to 3 times a week. When you feel that regular customers are not appreciated they don't come back. The only reason we go to Mcquires occasionally is because of Jean. She is a good manager!,None
07/24/2016,"Good value. Polite server. There was a large, loud party which impacted the speed and accuracy of our order/service. But it was still good!",None
